Olmo 7B Accuracy,Camembert Large[0] Accuracy,Camembert Large Accuracy,Flaubert Large Accuracy,Flaubert Large[0] Accuracy,Flaubert Base Accuracy,Mistral7B Accuracy,doc_name,date,auteur,titre,canon,gender,naissance,mort,genre,droit_auteur
0.0,0.02,0.03,0.0,0.0,0.0,0.02,1867_Taulier-Jules_Les-Deux-petits-Robinsons-de-la-Grande-Chartreuse,1867,taulier jules,les deux petits robinsons de la grande chartreuse,non_canon,male,1808,18--,roman historique,prive
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1910_Leblanc-Maurice_813,1910,leblanc maurice,813,non_canon,male,1864,1941,policier,publique
0.0,0.04,0.05,0.0,0.0,0.0,0.02,1824_Beaufort-d-Hautpoul-Anne-Marie-de_Le-Page-et-la-romance_tome-3,1824,beaufort d hautpoul anne marie de,le page et la romance,non_canon,female,1763,1837,roman historique,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997_Echenoz-Jean_Un-an,1997,echenoz jean,un an,canon,male,1947,20--,policier,prive
0.0,0.0,0.02,0.0,0.0,0.0,0.01,1954_Simonin-Albert_Le-cave-se-rebiffe,1954,simonin albert,le cave se rebiffe,non_canon,male,1905,1980,policier,prive
0.0,0.02,0.08,0.02,0.01,0.0,0.0,1867_Dumas-Alexandre_Les-Blancs-et-les-Bleus,1867,dumas alexandre,les blancs et les bleus,canon,male,1802,1870,roman historique,publique
0.0,0.01,0.03,0.0,0.0,0.0,0.0,1923_Martin-du-Gard-Roger_Les-Thibault_Tome-III-La-Belle-Saison,1923,martin du gard roger,les thibault,canon,male,1881,1958,cycles et séries,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880_Fleuriot-Zenaide_Tranquille-et-Tourbillon,1880,fleuriot zenaide,tranquille et tourbillon,non_canon,female,1829,1890,littérature jeunesse,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1854_Dumas-Alexandre_Les-Mohicans-de-Paris_1,1854,dumas alexandre,les mohicans de paris,canon,male,1802,1870,roman d'aventures,publique
0.0,0.03,0.04,0.02,0.02,0.02,0.0,1922_Morand-Paul_Ouvert-la-nuit,1922,morand paul,ouvert la nuit,canon,male,1888,1976,nouvelles,prive
0.0,0.05,0.21,0.02,0.0,0.0,0.0,1890_Hameau-Louise_Mademoiselle-Pourquoi,1890,hameau louise,mademoiselle pourquoi,non_canon,female,1837,1909,littérature jeunesse,publique
0.0,0.01,0.02,0.01,0.0,0.0,0.0,1950_Nimier-Roger_Le-Hussard-Bleu,1950,nimier roger,le hussard bleu,canon,male,1925,1962,roman historique,prive
0.0,0.0,0.02,0.0,0.0,0.0,0.0,1861_Gondrecourt-Aristide-de_Le-Pays-de-la-peur_Tome-2,1861,gondrecourt aristide de,le pays de la peur,non_canon,male,1815,1876,roman d'aventures,publique
0.0,0.0,0.06,0.01,0.0,0.0,0.0,1843_Balzac-Honore-de_Eugenie-Grandet,1843,balzac honore de,eugenie grandet,canon,male,1799,1850,cycles et séries,publique
0.0,0.01,0.23,0.02,0.0,0.0,0.01,2008_Lemaitre-Pierre_Robe-de-Marie,2008,lemaitre pierre,robe de marie,non_canon,male,1951,20--,policier,prive
0.0,0.0,0.04,0.0,0.0,0.0,0.0,1864_Ribelle-Charles-de_Les-Confidences-de-Gribouille,1864,ribelle charles de,les confidences de gribouille,non_canon,female,18..,18..,littérature jeunesse,prive
0.0,0.0,0.02,0.0,0.0,0.0,0.0,1896_Laurie-Andre_La-Vie-de-college-dans-tous-les-temps-et-dans-tous-les-pays,1896,laurie andre,la vie de college dans tous les temps et dans tous les pays,non_canon,male,1844,1909,littérature jeunesse,publique
0.0,0.0,0.02,0.02,0.01,0.0,0.01,1876_Delpit-Albert_Jean-nu-pieds-chronique-de-1832_volume-2,1876,delpit albert,jean nu pieds chronique de 1832,non_canon,male,1849,1893,roman d'aventures,publique
0.0,0.0,0.04,0.0,0.0,0.0,0.0,1925_Leroux-Gaston_Les-Tenebreuses_1,1925,leroux gaston,les tenebreuses,non_canon,male,1868,1927,policier,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.01,1912_Leblanc-Maurice_Le-Bouchon-de-cristal,1912,leblanc maurice,le bouchon de cristal,non_canon,male,1864,1941,policier,publique
0.0,0.03,0.08,0.0,0.0,0.0,0.0,2000_Druon-Maurice_Les-Rois-Maudits,2000,druon maurice,les rois maudits,non_canon,male,1918,2009,roman historique,prive
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1899_France-Anatole_L-anneau-d-amethyste,1899,france anatole,l anneau d amethyste,canon,male,1844,1924,cycles et séries,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.01,1971_Tournier-Michel_Vendredi-ou-la-vie-sauvage,1971,tournier michel,vendredi ou la vie sauvage,canon,male,1924,2016,littérature jeunesse,prive
0.0,0.01,0.03,0.0,0.0,0.0,0.01,1856_Feval-Paul_Madame-Gil-Blas-souvenirs-et-aventures-d-une-femme-de-notre-temps_(Volume-2),1856,feval paul,madame gil blas souvenirs et aventures d une femme de notre temps,non_canon,male,1816,1887,cycles et séries,publique
0.0,0.02,0.03,0.03,0.02,0.0,0.01,1970_Tournier-Michel_Le-Roi-des-Aulnes,1970,tournier michel,le roi des aulnes,canon,male,1924,2016,roman historique,prive
0.0,0.0,0.03,0.0,0.0,0.0,0.0,1865_Ponson-du-Terrail-Pierre-Alexis-de_Le-Castel-du-Diable,1865,ponson du terrail pierre alexis de,le castel du diable,non_canon,male,1829,1871,roman historique,publique
0.0,0.0,0.0,0.01,0.0,0.0,0.0,1894_Cim-Albert_Histoire-d-un-baiser,1894,cim albert,histoire d un baiser,non_canon,male,1845,1924,nouvelles,publique
0.0,0.0,0.07,0.01,0.0,0.0,0.0,1868_Gaboriau-Emile_Les-Esclaves-de-Paris_Tome-I,1868,gaboriau emile,les esclaves de paris,non_canon,male,1832,1873,policier,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949_Simenon-Georges_Maigret-chez-le-coroner,1949,simenon georges,maigret chez le coroner,canon,male,1903,1989,policier,prive
0.0,0.01,0.03,0.01,0.0,0.0,0.02,1870_Houssaye-Arsene_Les-Courtisanes-du-monde_Tome-1,1870,houssaye arsene,les courtisanes du monde,non_canon,male,1814,1896,cycles et séries,publique
0.0,0.01,0.01,0.01,0.0,0.0,0.0,1910_Cim-Albert_Le-petit-Leveille,1910,cim albert,le petit leveille,non_canon,male,1845,1924,littérature jeunesse,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,2003_Daeninckx-Didier_La-route-du-Rom,2003,daeninckx didier,la route du rom,canon,male,1949,20--,policier,prive
0.0,0.0,0.03,0.03,0.01,0.0,0.0,1882_Fleuriot-Zenaide_Bouche-en-coeur,1882,fleuriot zenaide,bouche en coeur,non_canon,female,1829,1890,littérature jeunesse,publique
0.0,0.0,0.1,0.0,0.0,0.0,0.01,1857_Flaubert-Gustave_Madame-Bovary,1857,flaubert gustave,madame bovary,canon,male,1821,1880,,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1874_Colomb-Josephine_Comtes,1874,colomb josephine,comtes,non_canon,female,1833,1892,littérature jeunesse,publique
0.0,0.0,0.04,0.01,0.0,0.0,0.0,1864_ Verne-Jules_Voyage-au-centre-de-la-Terre,1864, verne jules,voyage au centre de la terre,canon,male,1828,1905,roman d'aventures,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1878_Greville-Henry_Nouvelles-russes,1878,greville henry,nouvelles russes,non_canon,female,1842,1902,nouvelles,publique
0.0,0.0,0.03,0.02,0.0,0.0,0.0,1878_Assollant-Alfred_Le-plus-hardi-des-gueux,1878,assollant alfred,le plus hardi des gueux,non_canon,male,1827,1886,littérature jeunesse,publique
0.0,0.01,0.03,0.0,0.0,0.0,0.0,1931_Simenon-Georges_Au-Rendez-vous-des-Terre-Neuvas,1931,simenon georges,au rendez vous des terre neuvas,canon,male,1903,1989,policier,prive
0.0,0.01,0.02,0.0,0.0,0.0,0.0,1881_O-Monroy-Richard_Feux-de-paille,1881,o monroy richard,feux de paille,non_canon,male,1849,1916,nouvelles,publique
0.0,0.01,0.03,0.0,0.0,0.0,0.01,1982_Yourcenar-Marguerite_Comme-l-eau-qui-coule,1982,yourcenar marguerite,comme l eau qui coule,canon,male,1903,1987,roman historique,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1857_Feval-Paul_Les-Compagnons-du-Silence_I,1857,feval paul,les compagnons du silence,non_canon,male,1816,1887,roman d'aventures,publique
0.0,0.0,0.01,0.01,0.01,0.0,0.01,1867_Marcel-Jeanne_Les-petits-vagabonds,1867,marcel jeanne,les petits vagabonds,non_canon,female,1897,19??,littérature jeunesse,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959_Simenon-Georges_Une-confidence-de-Maigret,1959,simenon georges,une confidence de maigret,canon,male,1903,1989,policier,prive
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1943_Simenon-Georges_Les-dossiers-de-l-Agence-O,1943,simenon georges,les dossiers de l agence o,canon,male,1903,1989,policier,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957_Simenon-Georges_Maigret-s-amuse,1957,simenon georges,maigret s amuse,canon,male,1903,1989,policier,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909_Leblanc-Maurice_L-Aiguille-creuse,1909,leblanc maurice,l aiguille creuse,non_canon,male,1864,1941,policier,publique
0.0,0.02,0.02,0.02,0.0,0.0,0.01,1888_Assollant-Alfred_Brancas-Les-amours-de-Quaterquem,1888,assollant alfred,brancas les amours de quaterquem,non_canon,male,1827,1886,nouvelles,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1879_Hericault-Charles-d_Ch-d-Hericault-En-1792-Le-Premier-Amour-de-lord-Saint-Albans,1879,hericault charles d,ch d hericault en 1792 le premier amour de lord saint albans,non_canon,male,1823,1899,roman historique,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1918_Leblanc-Maurice_Le-Triangle-d-or,1918,leblanc maurice,le triangle d or,non_canon,male,1864,1941,policier,publique
0.0,0.09,0.31,0.02,0.01,0.0,0.02,1861_Villars-Fanny_Marie-et-Marguerite-histoire-du-XIIIe-siecle,1861,villars fanny,marie et marguerite histoire du xiiie siecle,non_canon,female,1...,1...,roman historique,prive
0.0,0.01,0.07,0.0,0.0,0.0,0.0,1859_Segur-comtesse-de_Les-Vacances,1859,segur comtesse de,les vacances,non_canon,female,1799,1874,littérature jeunesse,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.01,1892_Colomb-Josephine_Les-Conquetes-d-Hermine,1892,colomb josephine,les conquetes d hermine,non_canon,female,1833,1892,littérature jeunesse,publique
0.0,0.0,0.01,0.02,0.0,0.0,0.02,1893_Montegut-Maurice_Madame-Tout-le-monde,1893,montegut maurice,madame tout le monde,non_canon,male,1855,1911,nouvelles,publique
0.0,0.01,0.01,0.0,0.0,0.0,0.0,1857_Dumas-Alexandre_Le-meneur-de-loups,1857,dumas alexandre,le meneur de loups,canon,male,1802,1870,roman d'aventures,publique
0.0,0.0,0.06,0.0,0.0,0.0,0.02,1931_Leblanc-Maurice_La-Barre-y-va,1931,leblanc maurice,la barre y va,non_canon,male,1864,1941,policier,publique
0.0,0.01,0.02,0.01,0.01,0.0,0.0,1891_Maquet-Auguste_La-belle-Gabrielle_Tome-3,1891,maquet auguste,la belle gabrielle,non_canon,male,1813,1888,roman d'aventures,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1881_Vignon-Claude_Une-femme-romanesque-Adrien-Malaret-L-Exemple,1881,vignon claude,une femme romanesque adrien malaret l exemple,non_canon,female,1828,1888,nouvelles,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1944_Simenon-Georges_Les-nouvelles-enquetes-de-Maigret,1944,simenon georges,les nouvelles enquetes de maigret,canon,male,1903,1989,policier,prive
0.0,0.02,0.05,0.0,0.0,0.0,0.0,1867_Savigny-Laurence-de_Le-Robinson-des-Alpes,1867,savigny laurence de,le robinson des alpes,non_canon,female,1???,1???,littérature jeunesse,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.01,1882_Riviere-Henri_Le-Combat-de-la-vie-La-Jeunesse-d-un-desespere,1882,riviere henri,le combat de la vie la jeunesse d un desespere,non_canon,male,1827,1883,roman d'aventures,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1889_Dombre-Roger_Folla,1889,dombre roger,folla,non_canon,female,1859,1914,littérature jeunesse,publique
0.0,0.0,0.03,0.01,0.0,0.0,0.01,1886_Guy-de-Maupassant_Monsieur-Parent,1886,guy de maupassant,monsieur parent,canon,male,1850,1893,nouvelles,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1845_Dumas-Alexandre_Le-batard-de-Mauleon_II,1845,dumas alexandre,le batard de mauleon,canon,male,1802,1870,roman d'aventures,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1876_Berthet-Elie_Le-Monde-inconnu,1876,berthet elie,le monde inconnu,non_canon,male,1815,1891,nouvelles,publique
0.0,0.0,0.04,0.0,0.0,0.0,0.0,1834_Suau-de-Varennes-Edouard_Scenes-de-France-et-d-Afrique,1834,suau de varennes edouard,scenes de france et d afrique,non_canon,male,1809,1872,nouvelles,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1899_Boylesve-Rene_Mademoiselle-Clocque,1899,boylesve rene,mademoiselle clocque,non_canon,male,1867,1926,roman historique,publique
0.0,0.0,0.02,0.01,0.0,0.0,0.0,1833_Girardin-Delphine-de_Contes-d-une-vieille-fille-a-ses-neveux,1833,girardin delphine de,contes d une vieille fille a ses neveux,non_canon,female,1804,1855,littérature jeunesse,publique
0.0,0.0,0.05,0.0,0.0,0.0,0.01,1905_Renard-Maurice_Fantomes-et-Fantoches,1905,renard maurice,fantomes et fantoches,non_canon,male,1875,1939,nouvelles,publique
0.0,0.08,0.15,0.02,0.01,0.0,0.07,1908_Dhanys-Marcel_Marcel-Dhanys-Le-Roman-du-grand-Conde,1908,dhanys marcel,marcel dhanys le roman du grand conde,non_canon,female,unknown,unknown,littérature jeunesse,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.01,1848_Sue-Eugene_Le-morne-au-diable,1848,sue eugene,le morne au diable,canon,male,1804,1857,roman d'aventures,publique
0.0,0.0,0.01,0.01,0.0,0.0,0.0,1985_Villard-Marc_Le-sentier-de-la-guerre,1985,villard marc,le sentier de la guerre,non_canon,male,1947,1985,policier,prive
0.0,0.0,0.05,0.01,0.0,0.0,0.0,1835_Woillez-Catherine_Le-Robinson-des-demoiselles,1835,woillez catherine,le robinson des demoiselles,non_canon,female,1781,1859,littérature jeunesse,publique
0.0,0.01,0.01,0.01,0.01,0.0,0.0,1952_Simenon-Georges_Le-revolver-de-Maigret,1952,simenon georges,le revolver de maigret,canon,male,1903,1989,policier,prive
0.0,0.0,0.01,0.01,0.01,0.0,0.0,1891_Maquet-Auguste_La-belle-Gabrielle_Tome-1,1891,maquet auguste,la belle gabrielle,non_canon,male,1813,1888,roman d'aventures,publique
0.0,0.0,0.0,0.01,0.01,0.0,0.04,1923_Proust-Marcel_La-Prisonniere,1923,proust marcel,la prisonniere,canon,male,1871,1922,cycles et séries,publique
0.0,0.02,0.04,0.0,0.0,0.0,0.02,1843_Sand-George_Consuelo,1843,sand george,consuelo,canon,female,1804,1876,roman d'aventures,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1885_Daudet-Alphonse_Tartarin-sur-les-Alpes,1885,daudet alphonse,tartarin sur les alpes,canon,male,1840,1897,roman d'aventures,publique
0.0,0.0,0.01,0.01,0.0,0.0,0.0,1879_Houssaye-Arsene_Histoires-romanesques,1879,houssaye arsene,histoires romanesques,non_canon,male,1815,1896,nouvelles,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1984_Daeninckx-Didier_Meurtres-pour-memoire,1984,daeninckx didier,meurtres pour memoire,canon,male,1949,20--,policier,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1878_La-Blanchere-Henri-de_Les-derniers-Peaux-Rouges-Le-tresor-de-Montcalm,1878,la blanchere henri de,les derniers peaux rouges le tresor de montcalm,non_canon,male,1821,1880,roman d'aventures,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906_Level-Maurice_L-epouvante,1906,level maurice,l epouvante,non_canon,male,1875,1926,policier,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008_Le-Clezio-Jean-Marie-Gustave_Ritournelle-de-la-faim,2008,le clezio jean marie gustave,ritournelle de la faim,canon,male,1940,20--,roman historique,prive
0.0,0.02,0.04,0.0,0.0,0.0,0.0,1862_Feval-Paul_Jean-Diable_Tome-II,1862,feval paul,jean diable,non_canon,male,1816,1887,policier,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881_Martignat-Mlle-de_Ginette,1881,martignat mlle de,ginette,non_canon,female,18??,1???,littérature jeunesse,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1835_Chaumier-Simeon_La-Taverniere-de-la-cite,1835,chaumier simeon,la taverniere de la cite,non_canon,male,unknown,unknown,roman historique,prive
0.0,0.0,0.03,0.0,0.0,0.0,0.01,1893_Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee,1893,vadier berthe,rose et rosette odyssee d une trop belle poupee,non_canon,female,1836,1921,littérature jeunesse,publique
0.0,0.01,0.04,0.02,0.01,0.0,0.02,1862_Hugo-Victor_Les-Miserables,1862,hugo victor,les miserables,canon,male,1802,1885,,publique
0.0,0.02,0.03,0.01,0.0,0.0,0.01,1902_Laurie-Andre_Memoires-d-un-collegien-russe,1902,laurie andre,memoires d un collegien russe,non_canon,male,1844,1909,littérature jeunesse,publique
0.0,0.01,0.02,0.01,0.0,0.0,0.02,1881_Buet-Charles_Histoires-a-dormir-debout,1881,buet charles,histoires a dormir debout,non_canon,male,1846,1897,nouvelles,publique
0.0,0.02,0.11,0.03,0.0,0.0,0.0,1876_d-Ennery-Adolphe_Les-deux-orphelines,1876,d ennery adolphe,les deux orphelines,non_canon,male,1811,1899,roman historique,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1910_Pergaud-Louis_De-Goupil-a-Margot,1910,pergaud louis,de goupil a margot,non_canon,male,1882,1915,nouvelles,publique
0.0,0.0,0.0,0.01,0.0,0.0,0.02,1878_Verne-Jules_Un-capitaine-de-quinze-ans,1878,verne jules,un capitaine de quinze ans,canon,male,1828,1905,roman d'aventures,publique
0.0,0.0,0.06,0.02,0.0,0.0,0.01,1892_Zola-Emile_La-debacle,1892,zola emile,la debacle,canon,male,1840,1902,cycles et séries,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954_Simenon-Georges_Maigret-et-la-jeune-morte,1954,simenon georges,maigret et la jeune morte,canon,male,1903,1989,policier,prive
0.0,0.0,0.02,0.0,0.0,0.0,0.0,1855_Balzac-Honore-de_Les-Paysans,1855,balzac honore de,les paysans,canon,male,1799,1850,cycles et séries,publique
0.0,0.0,0.02,0.0,0.0,0.0,0.0,1978_Boileau-Narcejac_L-age-bete,1978,boileau narcejac,l age bete,non_canon,male,1906,1989,policier,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832_Mere-Elisabeth-Brossin-de_Le-Parc-aux-Cerfs-ou-Histoire-secrete-des-jeunes-demoiselles-qui-y-ont-ete-renfermees_(tome-1),1832,mere elisabeth brossin de,le parc aux cerfs ou histoire secrete des jeunes demoiselles qui y ont ete renfermees,non_canon,female,1751,1829,roman historique,publique
0.0,0.01,0.03,0.01,0.0,0.0,0.0,1878_Feval-Paul_Contes-de-Bretagne,1878,feval paul,contes de bretagne,non_canon,male,1816,1887,nouvelles,publique
0.0,0.01,0.06,0.01,0.0,0.0,0.01,1957_Pagnol-Marcel_La-Gloire-de-mon-pere,1957,pagnol marcel,la gloire de mon pere,non_canon,male,1895,1974,littérature jeunesse,prive
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1879_Chavette-Eugene_Nous-marions-Virginie,1879,chavette eugene,nous marions virginie,non_canon,male,1827,1902,nouvelles,publique
0.0,0.01,0.01,0.01,0.0,0.0,0.01,1872_Verne-Jules_Le-tour-du-monde-en-quatre-vingts-jours,1872,verne jules,le tour du monde en quatre vingts jours,canon,male,1828,1905,roman d'aventures,publique
0.0,0.01,0.02,0.0,0.0,0.0,0.01,1843_Balzac-Honore-de_Le-Pere-Goriot,1843,balzac honore de,le pere goriot,canon,male,1799,1850,cycles et séries,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1899_Bazin-Rene_La-terre-qui-meurt,1899,bazin rene,la terre qui meurt,non_canon,male,1853,1932,roman historique,publique
0.0,0.0,0.01,0.01,0.0,0.0,0.01,1869_Erckmann-Chatrian_Histoire-d-un-paysan_I,1869,erckmann chatrian,histoire d un paysan,non_canon,male,1822,1899,cycles et séries,publique
0.0,0.01,0.01,0.0,0.0,0.0,0.0,1905_Toulet-Paul-Jean_Mon-amie-Nane,1905,toulet paul jean,mon amie nane,non_canon,male,1905,1905,littérature jeunesse,publique
0.0,0.0,0.03,0.0,0.0,0.0,0.0,2011_Jenni-Alexis_L-art-francais-de-la-guerre,2011,jenni alexis,l art francais de la guerre,non_canon,male,1963,XXXX,roman historique,prive
0.0,0.02,0.07,0.01,0.0,0.0,0.0,1843_Balzac-Honore-de_La-Rabouilleuse,1843,balzac honore de,la rabouilleuse,canon,male,1799,1850,cycles et séries,publique
0.0,0.0,0.03,0.0,0.0,0.0,0.01,1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen,1887,pont jest rene de,le cas du docteur plemen,non_canon,male,1887,1887,policier,publique
0.0,0.03,0.06,0.03,0.03,0.01,0.0,1895_Huysmans-Joris-Karl_En-Route,1895,huysmans joris karl,en route,canon,male,1848,1907,cycles et séries,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964_Simenon-Georges_Maigret-et-le-fantome,1964,simenon georges,maigret et le fantome,canon,male,1903,1989,policier,prive
0.0,0.01,0.01,0.0,0.0,0.0,0.01,1917_Boylesve-Rene_Le-Bonheur-a-cinq-sous,1917,boylesve rene,le bonheur a cinq sous,non_canon,male,1867,1926,nouvelles,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1954_Simenon-Georges_Maigret-a-l-ecole,1954,simenon georges,maigret a l ecole,canon,male,1903,1989,policier,prive
0.0,0.02,0.2,0.06,0.0,0.0,0.0,1867_Gouraud-Julie_Le-petit-colporteur,1867,gouraud julie,le petit colporteur,non_canon,female,1810,1891,littérature jeunesse,publique
0.0,0.0,0.05,0.01,0.0,0.0,0.02,1876_Gouraud-Julie_Les-Filles-du-professeur,1876,gouraud julie,les filles du professeur,non_canon,female,1810,1891,littérature jeunesse,publique
0.0,0.06,0.1,0.06,0.02,0.0,0.01,1930_Galopin-Arnould_Le-sergent-Bucaille,1930,galopin arnould,le sergent bucaille,non_canon,male,1863,1934,roman historique,publique
0.0,0.01,0.01,0.0,0.0,0.0,0.0,1992_Le-Linda_Les-Evangiles-du-crime,1992,le linda,les evangiles du crime,canon,female,1963,20--,policier,prive
0.0,0.0,0.02,0.01,0.0,0.0,0.0,1837_Sand-George_Mauprat,1837,sand george,mauprat,canon,female,1804,1876,roman historique,publique
0.0,0.01,0.1,0.04,0.0,0.0,0.0,1882_Gouraud-Julie_Chez-grand-mere,1882,gouraud julie,chez grand mere,non_canon,female,1810,1891,littérature jeunesse,publique
0.0,0.01,0.01,0.0,0.0,0.0,0.0,1867_Aimard-Gustave-Auriac-Jules-Berlioz-d-_Oeil-de-feu,1867,aimard gustave auriac jules berlioz d ,oeil de feu,non_canon,male,1818,1883,roman d'aventures,publique
0.0,0.01,0.02,0.0,0.0,0.0,0.0,1887_Mary-Jules_La-Revanche-de-Roger-la-honte,1887,mary jules,la revanche de roger la honte,non_canon,male,1851,1922,roman d'aventures,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1876_Boisgobey-Fortune-du_L-Omnibus-du-diable,1876,boisgobey fortune du,l omnibus du diable,non_canon,male,1821,1891,policier,publique
0.0,0.0,0.0,0.01,0.0,0.0,0.0,1886_Sand-George_Les-ailes-de-courage,1886,sand george,les ailes de courage,canon,female,1804,1876,littérature jeunesse,publique
0.0,0.0,0.06,0.01,0.0,0.0,0.01,1875_Bellaud-E-de_Ces-pauvres-filles-,1875,bellaud e de,ces pauvres filles ,non_canon,male,1???,1???,nouvelles,prive
0.0,0.01,0.06,0.02,0.01,0.0,0.0,1912_Zevaco-Michel_Le-Rival-du-Roi,1912,zevaco michel,le rival du roi,non_canon,male,1860,1918,roman historique,publique
0.0,0.0,0.06,0.01,0.0,0.0,0.0,1860_Segur-comtesse-de_Les-Memoires-d-un-ane,1860,segur comtesse de,les memoires d un ane,non_canon,female,1799,1874,littérature jeunesse,publique
0.0,0.03,0.07,0.01,0.0,0.0,0.02,1880_Theuriet-Andre_Toute-seule-Un-miracle-Saint-Enogat,1880,theuriet andre,toute seule un miracle saint enogat,non_canon,male,1833,1907,nouvelles,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881_Gaboriau-Emile_Les-amours-d-une-empoisonneuse,1881,gaboriau emile,les amours d une empoisonneuse,non_canon,male,1832,1873,roman historique,publique
0.0,0.0,0.02,0.0,0.0,0.0,0.0,1898_Ivoi-Paul-d-_La-Capitaine-Nilia,1898,ivoi paul d ,la capitaine nilia,non_canon,male,1856,1915,roman d'aventures,publique
0.0,0.01,0.01,0.01,0.0,0.0,0.0,1918_Proust-Marcel_A-l-ombre-des-jeunes-filles-en-fleurs,1918,proust marcel,a l ombre des jeunes filles en fleurs,canon,male,1871,1922,cycles et séries,publique
0.0,0.0,0.0,0.01,0.01,0.0,0.01,1953_Robbe-Grillet-Alain_Les-Gommes,1953,robbe grillet alain,les gommes,canon,male,1922,2008,policier,prive
0.0,0.01,0.03,0.0,0.0,0.0,0.01,1845_Viel-Castel-Horace-de_Archambaud-de-Comborn,1845,viel castel horace de,archambaud de comborn,non_canon,male,1802,1864,roman historique,publique
0.0,0.01,0.02,0.01,0.01,0.0,0.0,1994_Laurent-Jacques_Croire-a-Noel,1994,laurent jacques,croire a noel,non_canon,male,1919,2000,nouvelles,prive
0.0,0.03,0.05,0.01,0.0,0.0,0.0,1922_Martin-du-Gard-Roger_Les-Thibault_Tome-II-Le-penitencier,1922,martin du gard roger,les thibault,canon,male,1881,1958,cycles et séries,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1867_Aimard-Gustave-Auriac-Jules-Berlioz-d-_Les-Forestiers-du-Michigan,1867,aimard gustave auriac jules berlioz d ,les forestiers du michigan,non_canon,male,1818,1883,roman d'aventures,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.01,1947_Simenon-Georges_Maigret-et-l-inspecteur-Malgracieux,1947,simenon georges,maigret et l inspecteur malgracieux,canon,male,1903,1989,policier,prive
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1995_Vargas-Fred_Debout-les-morts,1995,vargas fred,debout les morts,non_canon,female,1957,20--,policier,prive
0.0,0.0,0.01,0.0,0.0,0.0,0.01,1972_A.D.G._La-marche-truque,1972,a.d.g.,la marche truque,non_canon,male,1947,2004,policier,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936_Morand-Paul_Milady-suivi-de-Monsieur-zero,1936,morand paul,milady suivi de monsieur zero,canon,male,1888,1976,nouvelles,prive
0.0,0.0,0.02,0.0,0.0,0.0,0.0,1881_Courcy-Alfred-de_Le-Roman-cache,1881,courcy alfred de,le roman cache,non_canon,male,1816,1888,nouvelles,publique
